the_geom,NAME,HOUSENUM,STREETNAME,ZIP,URL,BIN,BBL,CITY
POINT (-74.01721541138264 40.70962556324989),Battery Park City Day Nursery,215,SOUTH END AVENUE,10280,http://www.nyc.gov/html/doh/html/dc/dc.shtml,1000055,1000160080,New York
POINT (-73.98463992385904 40.72120689951363),Puerto Rican Council Day Care,180,SUFFOLK STREET,10002,http://www.nyc.gov/html/doh/html/dc/dc.shtml,1004240,1003500008,New York
POINT (-73.97084456414852 40.79784045923967),Yaldaynu Pre-School,251,WEST 100 STREET,10025,http://www.nyc.gov/html/doh/html/dc/dc.shtml,1056474,1018720001,New York
POINT (-73.96610487748399 40.799500715864255),Grosvenor Day Care Ctr,176,WEST 105 STREET,10025,http://www.nyc.gov/html/doh/html/dc/dc.shtml,1055926,1018590063,New York
POINT (-73.946486430704 40.80260117587312),The Children's Aid Society (Milbank),17,WEST 118 STREET,10026,http://www.nyc.gov/html/doh/html/dc/dc.shtml,1083960,1017170023,New York
POINT (-73.9192822198725 40.67314693218708),The Faimly Life Center,425,HOWARD AVENUE,11233,http://www.nyc.gov/html/doh/html/dc/dc.shtml,3039193,3014580007,Brooklyn
POINT (-73.90484096223526 40.667427600138666),"Faith, Hope & Charity",382,SUTTER AVENUE,11212,http://www.nyc.gov/html/doh/html/dc/dc.shtml,3328030,3037600001,Brooklyn
POINT (-73.9436628484197 40.69510950409849),Brooklyn Community Dcc,266,THROOP AVENUE,11206,http://www.nyc.gov/html/doh/html/dc/dc.shtml,3048853,3017600041,Brooklyn
POINT (-73.94861039438648 40.669033865893816),"Kingdom Ministries, Inc. M.A.C.A.D.E.M.Y.",1313,UNION STREET,11225,http://www.nyc.gov/html/doh/html/dc/dc.shtml,3032953,3012690054,Brooklyn
POINT (-73.93908990821087 40.69548865900196),Bffy St. Joseph Headstart,300,VERNON AVENUE,11206,http://www.nyc.gov/html/doh/html/dc/dc.shtml,3341749,3015880001,Brooklyn
POINT (-73.93535863358515 40.69557281996069),"Early Intervention Center Of Brooklyn, Inc.",386,VERNON AVENUE,11206,http://www.nyc.gov/html/doh/html/dc/dc.shtml,0,3015890035,Brooklyn
POINT (-73.94521625559331 40.75480729606659),Pal Western Qns Nur Sch,10-26,41 AVENUE,11101,http://www.nyc.gov/html/doh/html/dc/dc.shtml,4433390,4004650100,Long Island City
POINT (-73.83006959208826 40.75681887896603),Red Apple Cdc #6,133-32,41 ROAD,11355,http://www.nyc.gov/html/doh/html/dc/dc.shtml,4458259,4050427503,Flushing
POINT (-73.90762198214541 40.756667608482125),Mi Nuevo Mundo #2,31-05,51 STREET,11377,http://www.nyc.gov/html/doh/html/dc/dc.shtml,4025175,4011310022,Woodside
POINT (-73.84810513184559 40.73675624800915),Forest Hills Community House Ecc,110-01,62 DRIVE,11375,http://www.nyc.gov/html/doh/html/dc/dc.shtml,4051513,4021620176,Forest Hills
POINT (-73.89409799690713 40.704140744063174),Catalpa Ymca Early Chilhood Program,69-02,64 STREET,11385,http://www.nyc.gov/html/doh/html/dc/dc.shtml,4088138,4036310006,Ridgewood
POINT (-73.85273846787756 40.708549336371256),Tally -Ho Nursery,89-35,70 DRIVE,11375,http://www.nyc.gov/html/doh/html/dc/dc.shtml,4095314,4038980039,Forest Hills
POINT (-73.89353260946011 40.76139051401343),Lexington School For The Deaf,25-26,75 STREET,11370,http://www.nyc.gov/html/doh/html/dc/dc.shtml,4437060,4010500002,East Elmhurst
POINT (-73.88975451319432 40.75461970745398),Rainbowland Nursery School,33-11,77 STREET,11372,http://www.nyc.gov/html/doh/html/dc/dc.shtml,4028769,4012500063,Jackson Heights
POINT (-73.84874239430174 40.66182254161452),Special Kids Intervention Program/Tipse,156-45,84 STREET,11414,http://www.nyc.gov/html/doh/html/dc/dc.shtml,4292302,4139490026,Howard Beach
POINT (-74.0020391013636 40.675664522794285),Pal Miccio Hs,120,WEST 9 STREET,11231,http://www.nyc.gov/html/doh/html/dc/dc.shtml,3339412,3005380001,Brooklyn
POINT (-73.96588326581461 40.69102858992098),St. Lukes,259,WASHINGTON AVENUE,11205,http://www.nyc.gov/html/doh/html/dc/dc.shtml,3055092,3019180020,Brooklyn
POINT (-73.96382886236155 40.67622761127902),Educare Child Center Inc.,720,WASHINGTON AVENUE,11238,http://www.nyc.gov/html/doh/html/dc/dc.shtml,3028878,3011600037,Brooklyn
POINT (-73.96767882492028 40.69378781093283),Bbcs Waverly Ccc,143,WAVERLY AVENUE,11205,http://www.nyc.gov/html/doh/html/dc/dc.shtml,3255178,3018890001,Brooklyn
POINT (-73.9747502957486 40.7269250605621),Escuela Hispana Montessori Inc.,185,AVENUE D,10009,http://www.nyc.gov/html/doh/html/dc/dc.shtml,1004565,1003820022,New York
POINT (-73.98268287200578 40.75469792245218),Lipton Corporate Cc Pre-Sch,1114,AVENUE OF AMERICAS,10036,http://www.nyc.gov/html/doh/html/dc/dc.shtml,1034196,1012580009,New York
POINT (-73.98268287200578 40.75469792245218),Lipton Corporate Cc,1114,AVENUE OF THE AMERICAS,10036,http://www.nyc.gov/html/doh/html/dc/dc.shtml,1034196,1012580009,New York
POINT (-73.822449131122 40.8662686253527),Goose Bay Ii,4180,HUTCHINSON RIVER PARKWAY,10475,http://www.nyc.gov/html/doh/html/dc/dc.shtml,2093864,2051350051,Bronx
POINT (-73.96214574931037 40.81141461732688),Union Theological Seminary,3041,BROADWAY,10027,http://www.nyc.gov/html/doh/html/dc/dc.shtml,1059836,1019920013,New York
POINT (-74.07550770782258 40.62249512450229),Giant Steps To A Child's Day,75,VANDERBILT AVENUE,10304,http://www.nyc.gov/html/doh/html/dc/dc.shtml,5106863,5005340001,Staten Island
POINT (-73.92548005346997 40.80892776473381),Winifred Wheeler Dc,200,ALEXANDER AVENUE,10454,http://www.nyc.gov/html/doh/html/dc/dc.shtml,2091097,2022980040,Bronx
POINT (-73.85635363029951 40.86568039212239),Little Stars Too,1083,ALLERTON AVENUE,10469,http://www.nyc.gov/html/doh/html/dc/dc.shtml,2054002,2045200059,Bronx
POINT (-73.89718390830834 40.84737081555835),Sharon Baptist Hs Delegate,1925,BATHGATE AVENUE,10457,http://www.nyc.gov/html/doh/html/dc/dc.shtml,2011426,2030430030,Bronx
POINT (-73.74215719925087 40.72242526765092),Redeemer Lutheran Nursery School,92-10,217 STREET,11428,http://www.nyc.gov/html/doh/html/dc/dc.shtml,4227031,4106330001,Queens Village
POINT (-73.75123235639309 40.66905874810414),Laurelton Dcc Inc.,141-19,224 STREET,11413,http://www.nyc.gov/html/doh/html/dc/dc.shtml,4282460,4131520035,Springfield Gardens
POINT (-73.75242179107634 40.660089154408524),Queens Community Ecc,146-05,228 STREET,11413,http://www.nyc.gov/html/doh/html/dc/dc.shtml,4463544,4134620064,Springfield Gardens
POINT (-73.93279576546774 40.75994637320125),All Children's Child Care,35-01,24 STREET,11106,http://www.nyc.gov/html/doh/html/dc/dc.shtml,4003978,4003380023,Astoria
POINT (-73.92277811651343 40.76290342368658),Adventureland All Children Dc,31-30,33 STREET,11106,http://www.nyc.gov/html/doh/html/dc/dc.shtml,4008446,4006140054,Astoria
POINT (-73.95399234550821 40.66199100106647),Tiny Town Pre Sch Annex,430,ROGERS AVENUE,11225,http://www.nyc.gov/html/doh/html/dc/dc.shtml,3035282,3013280044,Brooklyn
POINT (-73.95282558798519 40.65185849274346),First Impressions Nursery School,782,ROGERS AVENUE,11226,http://www.nyc.gov/html/doh/html/dc/dc.shtml,3116769,3050870056,Brooklyn
POINT (-73.91601219985404 40.6616794040118),Faith Hope & Charity Dcc #1,774,SARATOGA AVENUE,11212,http://www.nyc.gov/html/doh/html/dc/dc.shtml,3326658,3035680001,Brooklyn
POINT (-73.8906827761039 40.63252098329208),Gan Jewish Day Care,9502,SEAVIEW AVENUE,11236,http://www.nyc.gov/html/doh/html/dc/dc.shtml,3235056,3083180008,Brooklyn
POINT (-73.9495655059647 40.67655255463848),Bedford Central Presbyterian C,1200,DEAN STREET,11216,http://www.nyc.gov/html/doh/html/dc/dc.shtml,3030357,3012130005,Brooklyn
POINT (-73.96577197088772 40.70694647369164),"Williamsburg ""Y"" Head Start",64,DIVISION AVENUE,11211,http://www.nyc.gov/html/doh/html/dc/dc.shtml,3323170,3021660001,Brooklyn
POINT (-73.89213370668502 40.64809662921693),Charisma Christian Academy,921,EAST 107 STREET,11236,http://www.nyc.gov/html/doh/html/dc/dc.shtml,3230692,3082150022,Brooklyn
POINT (-73.95748229455224 40.612695000137094),Children's Heimeshe Workshop,1524,EAST 17 STREET,11230,http://www.nyc.gov/html/doh/html/dc/dc.shtml,3181898,3067637501,Brooklyn
POINT (-73.89399013115133 40.84279596184711),East Tremont Child Care&Development Center,1811,CROTONA AVENUE,10457,http://www.nyc.gov/html/doh/html/dc/dc.shtml,2092142,2029440001,Bronx
POINT (-73.89108165735719 40.84118915242356),Help Usa Crotona,785,CROTONA PARK NORTH,10460,http://www.nyc.gov/html/doh/html/dc/dc.shtml,0,2029520014,Bronx
POINT (-73.92001008075101 40.817670025667844),Marcus Garvey Cdc,331,EAST 150 STREET,10451,http://www.nyc.gov/html/doh/html/dc/dc.shtml,2001854,2024100056,Bronx
POINT (-73.91338320459387 40.822757658194234),Salvation Army Bronx Dcc,425,EAST 159 STREET,10451,http://www.nyc.gov/html/doh/html/dc/dc.shtml,2092353,2023810029,Bronx
POINT (-73.95651154819393 40.81687836336692),Citizens Care Day Care Center Iii,3240,BROADWAY,10027,http://www.nyc.gov/html/doh/html/dc/dc.shtml,1084124,1019840001,New York
POINT (-73.94100883984308 40.84833796573465),Uptown Nursery & Kindergarten,1,CABRINI BOULEVARD,10033,http://www.nyc.gov/html/doh/html/dc/dc.shtml,1064288,1021770003,New York
POINT (-74.01183075983582 40.71865471965961),Bmcc Early Childhood Center,199,CHAMBERS STREET,10013,http://www.nyc.gov/html/doh/html/dc/dc.shtml,1066406,1001420050,New York
POINT (-73.95489734592789 40.64072471396961),Golden Daisies Prep,2307,AVENUE D,11226,http://www.nyc.gov/html/doh/html/dc/dc.shtml,3119690,3051890045,Brooklyn
POINT (-73.93594121294397 40.64150818027462),Ebenezer Day Care Center I/T,4302,AVENUE D,11203,http://www.nyc.gov/html/doh/html/dc/dc.shtml,3112890,3049770001,Brooklyn
POINT (-73.9354108814056 40.64195732615685),Kid's Kingdom,4321,AVENUE D,11203,http://www.nyc.gov/html/doh/html/dc/dc.shtml,3112078,3049600040,Brooklyn
POINT (-73.96263838933058 40.62771826451843),Hebrew Institute For The Deaf&Exceptional Children,1401,AVENUE I,11230,http://www.nyc.gov/html/doh/html/dc/dc.shtml,3179326,3066980051,Brooklyn
POINT (-73.9437863017155 40.62971224109461),"Children's Kingdom, Inc.",3315,AVENUE I,11210,http://www.nyc.gov/html/doh/html/dc/dc.shtml,3206454,3075790004,Brooklyn
POINT (-73.89931564804978 40.636341270054835),R.E. Happy Home Day Care,9117,AVENUE L,11236,http://www.nyc.gov/html/doh/html/dc/dc.shtml,3231574,3082370001,Brooklyn
POINT (-74.01191256193304 40.60760033174226),Learning Adventure Ii,1529,BATH AVENUE,11228,http://www.nyc.gov/html/doh/html/dc/dc.shtml,3167391,3063950007,Brooklyn
POINT (-74.03151579687257 40.6376244833768),Superkid Day Care Center,115,BAY RIDGE AVENUE,11220,http://www.nyc.gov/html/doh/html/dc/dc.shtml,3145021,3058600123,Brooklyn
POINT (-74.00597175515118 40.62475511648554),Bay Ridge Avenue Ccc Inc.,1206,BAY RIDGE AVENUE,11219,http://www.nyc.gov/html/doh/html/dc/dc.shtml,3156435,3061550009,Brooklyn
POINT (-73.95686757462337 40.657196695602885),Hawthorne Corners Dcc,1950,BEDFORD AVENUE,11225,http://www.nyc.gov/html/doh/html/dc/dc.shtml,3115676,3050450051,Brooklyn
POINT (-74.22508918965305 40.50614059574926),Staten Island Montessori School,500,BUTLER BOULEVARD,10309,http://www.nyc.gov/html/doh/html/dc/dc.shtml,5087318,5077100300,Staten Island
POINT (-74.12045793664682 40.63446660768066),Castle Day Care I/T,1141,CASTLETON AVENUE,10310,http://www.nyc.gov/html/doh/html/dc/dc.shtml,5132394,5001970125,Staten Island
POINT (-74.12045793664682 40.63446660768066),Castle Day Care,1141,CASTLETON AVENUE,10310,http://www.nyc.gov/html/doh/html/dc/dc.shtml,5132394,5001970125,Staten Island
POINT (-74.12538041018122 40.63309558883218),The Child Study Center Of Ny Inc./Best Friends Of Dc,285,CLOVE ROAD,10310,http://www.nyc.gov/html/doh/html/dc/dc.shtml,5089719,5002130001,Staten Island
POINT (-74.0968778741158 40.590994245091935),St. Ann's Church Pre-Sch,125,CROMWELL AVENUE,10304,http://www.nyc.gov/html/doh/html/dc/dc.shtml,5048894,5033180001,Staten Island
POINT (-74.08223085250646 40.62306752880737),Edwin Markham Ccc,195,GORDON STREET,10304,http://www.nyc.gov/html/doh/html/dc/dc.shtml,5108860,5005450100,Staten Island
POINT (-74.08223085250646 40.62306752880737),Edwin Markham Child Care Center,195,GORDON STREET,10304,http://www.nyc.gov/html/doh/html/dc/dc.shtml,5108860,5005450100,Staten Island
POINT (-74.16210120120061 40.63316051022767),Port Richmond Day Nursery,166,LOCKMAN AVENUE,10303,http://www.nyc.gov/html/doh/html/dc/dc.shtml,5110121,5012450001,Staten Island
POINT (-74.16265171853856 40.60269947250819),Big Bird's Playhouse,1859,RICHMOND AVENUE,10314,http://www.nyc.gov/html/doh/html/dc/dc.shtml,5034924,5020300047,Staten Island
POINT (-74.16238502427218 40.59493224366218),Excel Pre-School,2144,RICHMOND AVENUE,10314,http://www.nyc.gov/html/doh/html/dc/dc.shtml,5035476,5021020134,Staten Island
POINT (-74.16237886763732 40.59276097197067),Great Beginnings I/T,2221,RICHMOND AVENUE,10314,http://www.nyc.gov/html/doh/html/dc/dc.shtml,5038357,5023800110,Staten Island
POINT (-74.1492551262193 40.58886012937231),Children's Playhouse Inc.,950,ROCKLAND AVENUE,10314,http://www.nyc.gov/html/doh/html/dc/dc.shtml,5038020,5023750041,Staten Island
POINT (-74.11798875372789 40.5721847820942),Staten Island Preschool,145,ROSS AVENUE,10306,http://www.nyc.gov/html/doh/html/dc/dc.shtml,5057429,5042120025,Staten Island
POINT (-74.0797750338193 40.58271141258438),Busy Beach Day Care Center,777,SEAVIEW AVENUE,10305,http://www.nyc.gov/html/doh/html/dc/dc.shtml,5111301,5033550001,Staten Island
POINT (-74.13728200706622 40.63982026345623),Joan Ann Kennedy Memorial Pre-School,26,SHARPE AVENUE,10302,http://www.nyc.gov/html/doh/html/dc/dc.shtml,5025551,5010840062,Staten Island
POINT (-74.07755865739367 40.64326277252732),Children's Life Center-St. Georgia I/T,120,STUYVESANT PLACE,10301,http://www.nyc.gov/html/doh/html/dc/dc.shtml,5000084,5000080060,Staten Island
POINT (-74.07755865739367 40.64326277252732),Children's Life Center - St. George,120,STUYVESANT PLACE,10301,http://www.nyc.gov/html/doh/html/dc/dc.shtml,5000084,5000080060,Staten Island
POINT (-74.11914640275435 40.61376358682158),Castleton Hill Moravian Pre-School,1657,VICTORY BOULEVARD,10314,http://www.nyc.gov/html/doh/html/dc/dc.shtml,5089758,5003470006,Staten Island
POINT (-74.14887611807171 40.60063483947966),Children's Ctr/College Of Si,2800,VICTORY BOULEVARD,10314,http://www.nyc.gov/html/doh/html/dc/dc.shtml,5131068,5020400001,Staten Island
POINT (-73.99626277260342 40.60042464628073),American-European Child Care Dcc,2150,BENSON AVENUE,11214,http://www.nyc.gov/html/doh/html/dc/dc.shtml,3168014,3064140038,Brooklyn
POINT (-73.9668053910043 40.57911947628372),Boratino International Dc,2962,BRIGHTON 1 STREET,11235,http://www.nyc.gov/html/doh/html/dc/dc.shtml,3321624,3086610054,Brooklyn
POINT (-73.92012337944699 40.68872054255512),Hospital Clinic/Ace Integration Hs,1419,BROADWAY,11221,http://www.nyc.gov/html/doh/html/dc/dc.shtml,0,3033570006,Brooklyn
POINT (-73.94085128992252 40.71083260970451),Bushwick United Head Start,136,BUSHWICK AVENUE,11206,http://www.nyc.gov/html/doh/html/dc/dc.shtml,3344982,3030270001,Brooklyn
POINT (-74.02257306187927 40.64303004626848),Magical Years Early Childhood Center,230,60 STREET,11220,http://www.nyc.gov/html/doh/html/dc/dc.shtml,3143322,3057800006,Brooklyn
POINT (-73.8263960473641 40.76390931605068),Flushing Ymca Ecc,138-46,NORTHERN BOULEVARD,11354,http://www.nyc.gov/html/doh/html/dc/dc.shtml,4113292,4050100038,Flushing
POINT (-73.75050955267854 40.60953257580047),Sheldon R. Weaver Dcc Inc.,12-79,REDFERN AVENUE,11691,http://www.nyc.gov/html/doh/html/dc/dc.shtml,4297866,4155290048,Far Rockaway
POINT (-73.81339405821836 40.67517614138325),Easy Learning Pre-School,124-04,ROCKAWAY BOULEVARD,11420,http://www.nyc.gov/html/doh/html/dc/dc.shtml,4254663,4117460040,South Ozone Park
POINT (-73.76943113439447 40.65789957548598),Saratoga Family Inn Day Care,175-15,ROCKAWAY BOULEVARD,11434,http://www.nyc.gov/html/doh/html/dc/dc.shtml,4286135,4133810001,Jamaica
POINT (-73.93512378989648 40.743995689593724),La Guardia Community College,31-10,THOMPSON AVENUE,11101,http://www.nyc.gov/html/doh/html/dc/dc.shtml,4003534,4002780001,Long Island City
POINT (-73.83900689444911 40.775084582027),Tutor Time Learning Center I/T,25-56,ULMER STREET,11354,http://www.nyc.gov/html/doh/html/dc/dc.shtml,0,4042730060,Flushing
POINT (-73.82754698153124 40.76178517409515),Macedonia Child Development Center,37-22,UNION STREET,11354,http://www.nyc.gov/html/doh/html/dc/dc.shtml,4438110,4049780046,Flushing
POINT (-73.82307043889949 40.7177307862178),"Judi's Nursery, Inc.",138-15,UNION TURNPIKE,11367,http://www.nyc.gov/html/doh/html/dc/dc.shtml,4143162,4066110053,Flushing
POINT (-73.70892197699823 40.74827762161701),North Side School,263-10,UNION TURNPIKE,11004,http://www.nyc.gov/html/doh/html/dc/dc.shtml,4177291,4086800076,Glen Oaks
POINT (-73.86415433439088 40.72795699389977),Rego Park Day School Ii,63-44,WETHEROLE STREET,11374,http://www.nyc.gov/html/doh/html/dc/dc.shtml,4072455,4030940034,Rego Park
POINT (-74.19702969181135 40.54610760812022),The Playgroup Experince,90,BOULDER STREET,10312,http://www.nyc.gov/html/doh/html/dc/dc.shtml,5079650,5060490120,Staten Island
POINT (-73.98833156716977 40.71563421562321),Family Head Start,383,GRAND STREET,10002,http://www.nyc.gov/html/doh/html/dc/dc.shtml,1077605,1003110013,New York
POINT (-73.9790853535572 40.714282120028784),East River Child Development Center,570,GRAND STREET,10002,http://www.nyc.gov/html/doh/html/dc/dc.shtml,1083419,1003210001,New York
POINT (-74.01115630376816 40.72065214557607),Children First At Solman Smith Barney,388,GREENWICH STREET,10013,http://www.nyc.gov/html/doh/html/dc/dc.shtml,1082816,1001860001,New York
POINT (-73.9360721792818 40.833242667293355),Prince Hall Colonial Park Dcc,159-30,HARLEM RIVER DRIVE,10039,http://www.nyc.gov/html/doh/html/dc/dc.shtml,1084184,1021060320,New York
POINT (-73.94520497576791 40.808813390521884),Grace Temple Dcc,325,LENOX AVENUE,10027,http://www.nyc.gov/html/doh/html/dc/dc.shtml,1057864,1019110031,New York
POINT (-73.86397287932091 40.8591168201333),Ahrc Bronx Blue Feather,2280,WALLACE AVENUE,10467,http://www.nyc.gov/html/doh/html/dc/dc.shtml,2093356,2043490001,Bronx
POINT (-73.8560579831691 40.89507397182033),God's Kids Under Konstruction,4262,WHITE PLAINS ROAD,10466,http://www.nyc.gov/html/doh/html/dc/dc.shtml,2068239,2049990049,Bronx
POINT (-74.00824791406193 40.62675592916868),C.C.B. School,6808,11 AVENUE,11219,http://www.nyc.gov/html/doh/html/dc/dc.shtml,3143110,3057720037,Brooklyn
POINT (-73.98554994767566 40.665016121233265),Shirley Chisholm Dcc Site Iib,333,14 STREET,11215,http://www.nyc.gov/html/doh/html/dc/dc.shtml,3023510,3010360018,Brooklyn
POINT (-73.98255415014502 40.62707461833435),Yeled V' Yalda Hs,5110,18 AVENUE,11204,http://www.nyc.gov/html/doh/html/dc/dc.shtml,3129697,3054670042,Brooklyn
POINT (-74.02855058605779 40.62866899960571),Tutor Time Child Care Learning Center,7817,3 AVENUE,11209,http://www.nyc.gov/html/doh/html/dc/dc.shtml,3150280,3059690001,Brooklyn
POINT (-73.98657624094045 40.63781066102559),Shira Head Start Beth Hillel,1364,42 STREET,11219,http://www.nyc.gov/html/doh/html/dc/dc.shtml,3135946,3055990031,Brooklyn
POINT (-73.99626434089845 40.64049419992297),Action Nursery,1019,46 STREET,11219,http://www.nyc.gov/html/doh/html/dc/dc.shtml,3136635,3056140042,Brooklyn
POINT (-73.99387901217393 40.63717799722731),Machzik Bracha Learning Center,1177,48 STREET,11219,http://www.nyc.gov/html/doh/html/dc/dc.shtml,3137190,3056270067,Brooklyn
POINT (-74.01081217454357 40.64856341277918),Sunset Park Children's School,4616,4 AVENUE,11220,http://www.nyc.gov/html/doh/html/dc/dc.shtml,3332081,3007550045,Brooklyn
POINT (-73.99116222615226 40.633815406939476),Yeled V' Yalda Head Start,1353,50 STREET,11219,http://www.nyc.gov/html/doh/html/dc/dc.shtml,3137766,3056420053,Brooklyn
POINT (-73.91361173594285 40.898505615347744),Riverdale Country School,4900,PALISADES AVENUE,10471,http://www.nyc.gov/html/doh/html/dc/dc.shtml,2090709,2059370360,Bronx
